timestamp,ip_address,request_type,status_code,user_agent,session_id,location,label,anomaly_flag,fingerprint
2025-07-15 22:47:35,223.52.107.248,POST,200,"Mozilla/5.0 (iPad; CPU iPad OS 13_7 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/16.9n1708.0 Mobile/24L369 Safari/532.1",06d57678559af1ae,United Kingdom,normal,0,8a4b6850afad9055
2025-06-25 08:59:18,165.88.229.168,GET,200,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.32.2 (KHTML, like Gecko) Version/4.0.2 Safari/532.32.2",cf95e8b9da2c8ad4,Kazakhstan,normal,0,5e588cc2b265a657
2025-06-23 13:53:04,194.187.61.37,GET,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7 rv:5.0; nhn-MX) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.2 Safari/531.22.7",ca6e8cd78c4906bf,Turkey,normal,0,22ef605af8c29332
2025-06-28 19:07:56,14.211.88.132,GET,200,Opera/9.44.(X11; Linux x86_64; dv-MV) Presto/2.9.189 Version/11.00,1849f94c1c748e8a,Saint Barthelemy,normal,0,13e53be9ced9a63d
2025-06-28 17:46:09,100.202.246.96,POST,302,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.43.4 (KHTML, like Gecko) Version/5.1 Safari/531.43.4",e984be7c9c6a2282,Guyana,normal,0,c6550b7b7692e643
2025-07-04 18:47:12,139.229.252.110,PUT,200,Opera/9.88.(X11; Linux i686; wal-ET) Presto/2.9.166 Version/10.00,28f9c313d44b1bdb,Bangladesh,normal,0,3730d9d64bbf6e5c
2025-07-15 01:37:55,207.45.121.26,GET,200,Opera/9.58.(X11; Linux i686; doi-IN) Presto/2.9.165 Version/12.00,bc419b91231e9ea7,Iceland,normal,0,f8378cad9a111801
2025-06-27 18:00:24,1.166.75.250,POST,200,Mozilla/5.0 (Windows 98; hne-IN; rv:1.9.1.20) Gecko/3951-05-11 12:12:59 Firefox/10.0,33339e7babc28598,Myanmar,normal,0,a22d4e8e3ae75984
2025-07-03 16:40:10,207.45.121.26,GET,200,Opera/9.59.(X11; Linux i686; fo-FO) Presto/2.9.190 Version/10.00,a8fa174544543dfd,Palau,normal,0,9120b2f66ddb7fd7
2025-07-17 10:41:36,194.187.61.37,GET,302,"Mozilla/5.0 (Windows 95) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/14.0.877.0 Safari/531.1",295a1581bf50a988,Guyana,normal,0,1babfe2ef44b457c
2025-06-27 07:16:40,69.247.88.184,GET,200,Mozilla/5.0 (Windows NT 5.1; pa-IN; rv:1.9.2.20) Gecko/2307-02-04 21:21:02 Firefox/3.6.2,f8e6ef202beb53c1,Panama,normal,0,90626c9ed2eb60ed
2025-07-09 18:11:03,81.180.151.243,DELETE,403,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ve-ZA) AppleWebKit/534.48.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.48.4",815d3b4b289b8e50,Rwanda,hijacked,1,fb54686e6ef833a6
2025-07-07 07:05:01,223.83.56.179,DELETE,301,Mozilla/5.0 (Windows 98; hne-IN; rv:1.9.1.20) Gecko/3951-05-11 12:12:59 Firefox/10.0,72747bf4efe10bb9,Kyrgyz Republic,normal,0,bfed0da8b8e14f7f
2025-07-17 13:30:06,171.194.88.180,POST,200,Mozilla/5.0 (Windows NT 5.0; km-KH; rv:1.9.1.20) Gecko/4709-10-14 11:40:17 Firefox/3.6.1,e3a3e6ca7efc53b2,Slovakia (Slovak Republic),normal,0,61985ec1339f01d9
2025-07-04 14:36:26,202.10.5.123,POST,500,Opera/9.58.(X11; Linux x86_64; bhb-IN) Presto/2.9.161 Version/11.00,5f3693cd4b619347,Uganda,hijacked,1,a162cd1dde0961cd
2025-06-28 12:48:10,8.102.194.35,GET,200,Opera/8.17.(X11; Linux x86_64; nan-TW) Presto/2.9.177 Version/10.00,ed1e3aafd48c9ea3,American Samoa,normal,0,4313aae4c3dfeed6
2025-06-22 09:57:11,212.131.29.108,GET,200,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/7034-08-27 05:10:32 Firefox/3.8,be7d810d662dc65d,Ecuador,normal,0,7238e7a060fa79dc
2025-06-25 15:37:51,146.157.131.12,GET,302,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/62.0.882.0 Safari/532.1",c8c80d283e4b0960,Cocos (Keeling) Islands,normal,0,23f7dafa96c381a2
2025-07-01 11:18:45,67.234.184.9,GET,200,Opera/9.88.(X11; Linux i686; wal-ET) Presto/2.9.166 Version/10.00,1aafae44052305ac,Cook Islands,hijacked,1,36f2709c5838a946
2025-06-30 11:02:24,105.21.129.82,GET,403,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; id-ID) AppleWebKit/533.10.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6533.10.7",a9ce4a931d3b376c,Lao People's Democratic Republic,hijacked,1,d3439c7eda0c2820
2025-06-22 20:16:53,9.9.38.26,GET,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; eu-FR) AppleWebKit/531.23.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6531.23.7",c3a825940ae1201d,Lao People's Democratic Republic,normal,0,c8c7c3e269ac004d
2025-07-01 11:37:30,69.247.88.184,GET,200,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_7 rv:4.0; fy-DE) AppleWebKit/532.24.5 (KHTML, like Gecko) Version/4.0.4 Safari/532.24.5",c3bafcd0f169d30d,Palau,normal,0,59b79a59ae605ca8
2025-06-24 14:28:53,69.247.88.184,POST,200,Mozilla/5.0 (Windows 98; bg-BG; rv:1.9.2.20) Gecko/5972-05-05 08:01:04 Firefox/3.6.17,1e1306dc2ec4be77,Belize,hijacked,1,4efdf42297a85e17
2025-07-11 09:32:49,223.114.22.203,POST,500,Mozilla/5.0 (Windows NT 4.0; it-IT; rv:1.9.2.20) Gecko/2755-07-19 17:31:29 Firefox/3.8,222e92433106ec99,Bouvet Island (Bouvetoya),hijacked,1,a0345a89b044b47d
2025-07-11 21:25:26,205.59.4.205,PUT,200,"Mozilla/5.0 (iPad; CPU iPad OS 13_7 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/16.9n1708.0 Mobile/24L369 Safari/532.1",78a8332cf2e70062,Azerbaijan,normal,0,7b36195c16681b7c
2025-07-20 18:08:04,164.121.60.39,POST,200,Opera/9.13.(Windows NT 5.01; pl-PL) Presto/2.9.162 Version/10.00,5c4d67d286de1ff6,Zimbabwe,normal,0,c22c3f8fe86bbe94
2025-07-10 00:45:44,111.128.241.193,POST,401,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.43.4 (KHTML, like Gecko) Version/5.1 Safari/531.43.4",a610c0d7e3198925,Faroe Islands,hijacked,1,283529e2c4aa2966
2025-06-29 23:01:25,200.22.59.243,GET,403,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_9) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/43.0.832.0 Safari/534.1",a01b52d521de7ff7,Canada,hijacked,1,8e229eda834ee97a
2025-07-17 05:47:47,14.211.88.132,GET,302,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/36.0.808.0 Safari/534.0",df9ae8afd9cc79f9,Austria,normal,0,a9f8b75c31522430
2025-07-07 18:43:18,112.42.108.90,GET,401,Opera/9.65.(X11; Linux i686; de-CH) Presto/2.9.172 Version/12.00,6eefa0b500a12933,San Marino,hijacked,1,a16d9d2683ab1544
2025-07-13 12:23:34,215.45.23.219,POST,200,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_2; rv:1.9.3.20) Gecko/3141-07-20 12:07:08 Firefox/10.0,f69182517849dc26,Australia,normal,0,57608b600121eecf
2025-07-07 00:31:25,175.96.213.142,POST,200,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_7) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/53.0.825.0 Safari/532.0",58de3f92718b6657,Panama,normal,0,fc46d465f7eabd7d
2025-07-17 21:43:46,9.9.38.26,GET,200,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_5 rv:6.0; sl-SI) AppleWebKit/532.34.5 (KHTML, like Gecko) Version/5.0.3 Safari/532.34.5",d1014eb110ed1571,Saint Pierre and Miquelon,normal,0,d608857c203b577c
2025-07-21 01:47:22,204.100.66.190,POST,200,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.16.4 (KHTML, like Gecko) Version/4.0.5 Safari/531.16.4",569ca3459935d4c2,Spain,normal,0,d51133483cd6f9c8
2025-07-05 05:45:52,8.102.194.35,GET,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; tig-ER) AppleWebKit/532.26.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6532.26.2",1261ab63269a9905,French Guiana,normal,0,8a0020dfbe7570c1
2025-07-17 19:16:38,217.194.182.216,POST,200,Mozilla/5.0 (Windows 98; bg-BG; rv:1.9.2.20) Gecko/5972-05-05 08:01:04 Firefox/3.6.17,67c24215635f27f4,Argentina,normal,0,314a2edb073f3780
2025-06-28 04:37:35,179.152.73.118,POST,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_8) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/56.0.836.0 Safari/534.2",68d48c9126ecd1a6,Korea,normal,0,0d9b7d3928788a99
2025-07-03 13:21:19,216.107.96.132,POST,302,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/3.0),86675fd133112770,Timor-Leste,normal,0,507f72f8dfde3881
2025-07-04 06:36:47,165.88.229.168,GET,200,Opera/9.59.(X11; Linux i686; fo-FO) Presto/2.9.190 Version/10.00,e4db0437b6f1cb16,Gabon,normal,0,b2626bbfd9eac4b1
2025-07-05 18:38:40,204.100.66.190,GET,301,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_5 rv:5.0; mg-MG) AppleWebKit/531.8.3 (KHTML, like Gecko) Version/5.1 Safari/531.8.3",2d5ccbb3964f00b7,Syrian Arab Republic,normal,0,d1007ea356f015db
2025-07-11 00:08:00,110.250.165.55,GET,200,Mozilla/5.0 (Windows NT 6.1; hu-HU; rv:1.9.0.20) Gecko/7441-03-09 10:25:50 Firefox/3.6.18,6fc1049da1921081,Slovakia (Slovak Republic),normal,0,0e03ac81e066b0b7
2025-07-17 01:21:02,67.55.155.61,GET,301,Opera/9.88.(X11; Linux i686; wal-ET) Presto/2.9.166 Version/10.00,b886952b7cea041e,Romania,normal,0,de644a398e4b7dc6
2025-07-01 02:01:32,217.194.182.216,GET,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ve-ZA) AppleWebKit/534.48.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.48.4",7a4e919ab5eb48b8,Burundi,normal,0,bf83cc8c347966d3
2025-06-28 14:28:43,43.175.192.255,GET,200,Opera/9.58.(X11; Linux i686; doi-IN) Presto/2.9.165 Version/12.00,cbc64cd912b18ce4,Serbia,normal,0,2eec3fb8c4d78b1c
2025-06-24 03:44:44,100.202.246.96,GET,200,Mozilla/5.0 (Windows NT 11.0; nds-DE; rv:1.9.1.20) Gecko/6496-02-12 17:05:13 Firefox/5.0,59b9c1a14d2c7fe5,Bhutan,normal,0,2c10e6790f4f5543
2025-06-22 15:56:32,9.9.38.26,GET,200,Opera/9.59.(X11; Linux i686; fo-FO) Presto/2.9.190 Version/10.00,982706870d74ebd6,Solomon Islands,normal,0,d2215694e855a0ca
2025-07-17 09:11:28,223.83.56.179,PUT,200,Opera/8.17.(X11; Linux x86_64; nan-TW) Presto/2.9.177 Version/10.00,0720040d6b710894,French Polynesia,hijacked,1,5703692be20f14a3
2025-06-30 04:49:38,1.166.75.250,POST,500,Opera/9.65.(X11; Linux i686; de-CH) Presto/2.9.172 Version/12.00,72f7887a9ab2a86d,Taiwan,hijacked,1,69f10d526bac1109
2025-06-26 00:28:32,209.115.22.150,POST,302,Opera/8.60.(Windows NT 5.0; wa-BE) Presto/2.9.168 Version/11.00,2f1d5c126ad76ea1,Mauritius,normal,0,f4c92ffbe13d8d6d
2025-07-07 08:49:22,207.45.121.26,GET,200,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.24.2 (KHTML, like Gecko) Version/5.0.5 Safari/534.24.2",45d5964e2c5c424a,Turkey,normal,0,8eaaf1c56b7d93a1
2025-07-11 21:26:59,205.59.4.205,GET,302,Mozilla/5.0 (Windows NT 5.1; pa-IN; rv:1.9.2.20) Gecko/2307-02-04 21:21:02 Firefox/3.6.2,252f78910be6c10f,Saint Martin,normal,0,d0d17c5b7e95aab5
2025-07-17 15:34:01,9.9.38.26,DELETE,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_9) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/43.0.832.0 Safari/534.1",c54e0feda56b6e79,Senegal,normal,0,4a19d8cd4cfa3b53
2025-07-20 06:43:37,9.9.38.26,GET,200,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/5.1),777dd05906478c10,Malawi,normal,0,6b9694806b971824
2025-06-27 02:32:33,146.157.131.12,GET,403,Mozilla/5.0 (Windows 98; hne-IN; rv:1.9.1.20) Gecko/3951-05-11 12:12:59 Firefox/10.0,a11ba7d1030e329d,Bouvet Island (Bouvetoya),hijacked,1,6119792033dc19a9
2025-06-29 21:30:26,68.148.136.235,GET,200,Opera/8.93.(X11; Linux x86_64; kk-KZ) Presto/2.9.186 Version/11.00,985278e9ccc28d2b,Peru,normal,0,50d8a6011f452b40
2025-07-04 22:16:58,34.151.9.117,GET,200,Opera/9.88.(X11; Linux i686; wal-ET) Presto/2.9.166 Version/10.00,4d58c2acff54ea1a,Germany,normal,0,21f2d12e407e652b
2025-07-02 04:30:40,121.201.85.71,GET,401,"Mozilla/5.0 (Windows 95) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/14.0.877.0 Safari/531.1",cc672eb328ed7144,Swaziland,hijacked,1,98a5528190f3cfd2
2025-07-08 10:44:02,165.88.229.168,POST,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_8) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/56.0.836.0 Safari/534.2",18a97de21284cdd0,Papua New Guinea,normal,0,97b3a6f4eeffb492
2025-06-25 17:12:16,120.149.33.0,POST,302,Opera/8.11.(X11; Linux i686; shs-CA) Presto/2.9.178 Version/10.00,b9ae344727075792,Honduras,normal,0,4c65bf3f7079ccad
2025-07-20 02:38:22,129.111.119.47,GET,401,Opera/8.39.(Windows NT 6.2; niu-NU) Presto/2.9.176 Version/11.00,e115ec69c04d62b8,Iraq,hijacked,1,f838e601e1d45f97
2025-07-19 02:30:19,223.52.107.248,GET,301,Opera/9.65.(X11; Linux i686; de-CH) Presto/2.9.172 Version/12.00,e57a88a6f1b7e9b0,Tuvalu,normal,0,3d895b6be645c13f
2025-07-10 07:09:27,160.16.166.195,GET,200,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.0),a1b55da7c3afcdcd,Comoros,normal,0,9c08091075afd4ec
2025-06-23 02:22:02,192.101.118.224,GET,200,Opera/9.65.(X11; Linux i686; de-CH) Presto/2.9.172 Version/12.00,0a04d145aa090ad8,United Kingdom,normal,0,36b86ea13f42add0
2025-07-21 00:53:39,136.221.191.44,POST,403,Opera/9.44.(X11; Linux x86_64; dv-MV) Presto/2.9.189 Version/11.00,4342e4ba9e40eba0,French Guiana,hijacked,1,689efa9d866857bc
2025-07-10 05:49:07,160.118.112.173,POST,200,Opera/9.54.(X11; Linux x86_64; cv-RU) Presto/2.9.176 Version/11.00,12b7288d8552deef,Burkina Faso,normal,0,cbdf9bafcabd3efd
2025-06-27 01:33:05,139.229.252.110,POST,302,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; brx-IN) AppleWebKit/533.4.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.4.4",aeed0ba6b3472aee,Spain,normal,0,9b665aef56a26d79
2025-07-16 14:35:36,192.212.105.94,GET,401,Mozilla/5.0 (Windows NT 5.0; km-KH; rv:1.9.1.20) Gecko/4709-10-14 11:40:17 Firefox/3.6.1,50fe211356203b70,Bahrain,hijacked,1,99af4622ac6f4e16
2025-06-21 22:01:15,192.101.118.224,GET,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_8) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/56.0.836.0 Safari/534.2",fe0423800a1dd45f,Norfolk Island,normal,0,7ec9e56061bac97c
2025-07-02 01:22:13,214.71.159.99,POST,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ve-ZA) AppleWebKit/534.48.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.48.4",c1b739185cb8a76d,Thailand,normal,0,72507a3b12d6e1e4
2025-07-17 19:25:57,146.157.131.12,GET,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_8) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/56.0.836.0 Safari/534.2",58f8a656ffcde938,Kenya,normal,0,f3a064d31dd8560b
2025-07-08 17:38:04,191.41.193.135,GET,200,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_4; rv:1.9.3.20) Gecko/2424-04-12 12:37:03 Firefox/5.0,0914c135a0bf863e,Samoa,normal,0,a8cb3a445d3bfaf1
2025-07-17 15:01:04,67.55.155.61,GET,200,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_5 rv:6.0; sl-SI) AppleWebKit/532.34.5 (KHTML, like Gecko) Version/5.0.3 Safari/532.34.5",8cd77a9ee0e8cd1f,Senegal,normal,0,321e4aea4ca846a6
2025-07-06 19:08:42,212.131.29.108,GET,403,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/38.0.888.0 Safari/533.0",5e952a8468c8f13c,Korea,hijacked,1,5e42a9bd3388f87a
2025-07-02 23:46:46,200.148.106.199,GET,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_6 rv:2.0; raj-IN) AppleWebKit/531.46.4 (KHTML, like Gecko) Version/5.0.5 Safari/531.46.4",7cf008f776b126a3,Ireland,normal,0,5f0f0805a0b7a74a
2025-07-16 03:36:03,175.96.213.142,GET,200,"Mozilla/5.0 (iPad; CPU iPad OS 13_7 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/16.9n1708.0 Mobile/24L369 Safari/532.1",b7c62c7d0b954592,Cuba,normal,0,1c399a8a3a10e369
2025-07-04 15:17:35,43.175.192.255,GET,200,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_7 rv:4.0; fy-DE) AppleWebKit/532.24.5 (KHTML, like Gecko) Version/4.0.4 Safari/532.24.5",f8f2b4fb35833ef6,Costa Rica,normal,0,41adedf13de4c940
2025-07-11 19:45:59,171.194.88.180,GET,200,Mozilla/5.0 (Windows NT 6.1; hu-HU; rv:1.9.0.20) Gecko/7441-03-09 10:25:50 Firefox/3.6.18,8e58c2309c6a3cc8,Cyprus,normal,0,50b9bc5380f0b184
2025-06-25 14:39:32,120.149.33.0,DELETE,200,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/38.0.888.0 Safari/533.0",392c530614d294ad,Greenland,normal,0,97e2123f3c48dfd8
2025-07-07 22:17:46,220.105.189.70,GET,301,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ve-ZA) AppleWebKit/534.48.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.48.4",9fb102ac97ca850f,Cuba,normal,0,cbb8a22dfcd4c016
2025-06-22 22:18:24,14.211.88.132,GET,302,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; tig-ER) AppleWebKit/532.26.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6532.26.2",30b38a9b3bd61eaf,Antarctica (the territory South of 60 deg S),normal,0,9db97cb8ef4d7165
2025-07-18 13:32:11,9.9.38.26,POST,301,Mozilla/5.0 (Windows NT 5.0; km-KH; rv:1.9.1.20) Gecko/4709-10-14 11:40:17 Firefox/3.6.1,5be760702dacf732,Greece,normal,0,f912b9f650b1b261
2025-07-17 23:11:01,175.96.213.142,GET,200,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6; rv:1.9.6.20) Gecko/4646-07-30 16:16:02 Firefox/3.8,bbb18c79d0dcb216,Faroe Islands,normal,0,ce48aa26a80d2dc9
2025-07-18 17:31:57,162.194.131.163,GET,200,Opera/9.43.(Windows NT 5.0; nso-ZA) Presto/2.9.183 Version/10.00,bb0ce7232927abe7,Central African Republic,normal,0,61a28d72caaddff4
2025-06-24 06:37:30,120.149.33.0,GET,403,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.0),f14e0f4046869819,Greece,hijacked,1,14d81137ce956963
2025-06-22 11:09:03,204.100.66.190,POST,301,Mozilla/5.0 (Windows 98; bg-BG; rv:1.9.2.20) Gecko/5972-05-05 08:01:04 Firefox/3.6.17,aeec786f7e951c6f,Hong Kong,normal,0,b61fbd735a0fca64
2025-07-07 05:12:24,160.118.112.173,POST,200,Opera/9.59.(X11; Linux i686; fo-FO) Presto/2.9.190 Version/10.00,9d9321bb757daafa,Luxembourg,normal,0,fdfa7c3269d3d14b
2025-07-05 02:09:24,164.121.60.39,POST,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_8) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/56.0.836.0 Safari/534.2",bcc20ef78a060421,Samoa,normal,0,11c5aee8ee72f884
